year,quarter,market,dur_stay,mode,mode_detail,nationality,purpose,sex,age,package,Visits (000s),Spend (£m),Nights (000s),sample
2016,October-December,USA,4-7  nights,Air,Air,India,Holiday,Female,65+,Independent,0.85716803,0.118289188,4.285839844,1
2016,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.71839502,0.962649313,7.183950195,1
2016,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,55-64,Independent,1.71433606,0.534872813,23.14353516,2
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,0 -15,Independent,1.15135498,1.168625375,12.66490527,1
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Independent,1.060897949,0.440272656,12.73077637,1
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,35-44,Independent,2.092311005,2.514806406,19.43105566,3
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,45-54,Independent,8.133323944,14.52288397,91.87182568,9
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Independent,1.793643005,4.257126813,21.6865376,3
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.489115997,2.73709325,4.891160156,1
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Independent,4.716074982,10.21134093,53.88010303,7
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,0.979013,1.335670531,8.868609863,2
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Independent,1.353709015,1.944019031,16.67669727,3
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,25-34,Independent,4.354155945,5.797393781,41.46284888,6
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Independent,2.441172028,3.548380656,23.70457227,4
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Independent,4.671505157,5.365231344,51.69864453,4
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Independent,5.130325104,8.203293563,53.10824731,5
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Independent,1.871396027,2.861094406,16.81420825,4
2016,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,1.28998999,4.529155,16.76986914,1
2016,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,0.46076001,0.74919575,3.686080078,1
2016,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.489115997,0.305208375,5.380275879,1
2016,October-December,USA,8-14 nights,Air,Air,Canada,Holiday,Female,35-44,Independent,0.46076001,0.122101398,3.686080078,1
2016,October-December,USA,8-14 nights,Air,Air,Brazil,Holiday,Female,35-44,Independent,0.46076001,0.53125625,4.146839844,1
2016,October-December,USA,8-14 nights,Air,Air,Japan,Holiday,Male,45-54,Independent,0.85716803,0.9771715,8.571679688,1
2016,October-December,USA,8-14 nights,Air,Air,Australia,Holiday,Female,25-34,Independent,0.46076001,0.467671406,3.686080078,1
2016,October-December,USA,15+  nights,Air,Air,UK,Holiday,Female,65+,Independent,0.489115997,1.519683375,14.67348047,1
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,16-24,Independent,2.650187988,0.944545844,56.64781836,2
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,25-34,Independent,1.382280029,1.968366773,27.64559961,3
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,55-64,Independent,2.49827298,2.877370125,80.81112695,3
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,65+,Independent,1.31792804,1.707398875,35.25199902,2
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,16-24,Independent,0.814463013,0.876562547,94.93963086,2
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,25-34,Independent,2.283339966,3.314838938,164.3789434,2
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,45-54,Independent,0.489115997,4.801652,13.20613184,1
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,55-64,Independent,3.235051056,7.365004125,75.39153613,4
2016,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,65+,Independent,1.572924011,1.014847487,31.3223457,2
2016,October-December,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,0.518252991,3.05251025,75.6649375,1
2016,October-December,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,1.200859985,1.9429915,39.62837891,1
2017,January-March,USA,Nil  nights,Air,Air,USA,Holiday,Male,45-54,Independent,0.702369995,0.186128047,0,1
2017,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Male,25-34,Independent,0.330692993,0.026455439,0.330692993,1
2017,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Male,45-54,Independent,1.526596985,0.493063766,3.877420898,2
2017,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.246899002,0.9912995,0.493798004,1
2017,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,35-44,Independent,1.046389984,0.132343547,1.046389984,2
2017,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,35-44,Non-Independent,1.493375977,0.022400641,1.493375977,1
2017,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,45-54,Independent,0.577591995,0.115802883,0.824490997,2
2017,January-March,USA,1-3  nights,Air,Air,Spain,Miscellaneous,Male,25-34,Independent,0.330692993,0.071098992,0.330692993,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Independent,0.85562001,0.135323648,1.464341019,2
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Independent,6.769195877,6.543389965,19.31550879,9
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.276773987,0.01522257,0.276773987,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Independent,6.84335701,2.688550249,13.76576099,8
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.246899002,0.061230953,0.246899002,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Independent,3.406826004,2.048232656,9.808398987,7
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.330692993,0.412374156,0.661385986,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Independent,2.91927095,2.82229732,6.499927887,6
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,65+,Independent,0.330692993,0.084657406,0.661385986,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Independent,3.494702042,0.805749953,6.632855103,6
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Independent,7.870388962,3.935194641,21.20598108,9
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Independent,3.378395935,3.253025953,8.118869904,6
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,0.784485992,0.248665938,2.353458008,2
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Independent,1.758338028,0.495512164,2.975779984,4
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,1.496530029,0.442972875,4.489589844,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Independent,3.134066956,3.695598624,7.916587769,5
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.330692993,0.328378156,0.992078979,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.343589996,0.02680002,1.03077002,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Not Known,Not Known,Independent,0.246899002,0.155299469,0.740697021,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,1.031384995,0.083871086,1.031384995,3
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,3.004224991,0.592245859,3.665610977,8
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,5.004774963,1.487419705,6.567097961,13
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,6.63433699,1.274011283,7.692281021,15
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,4.761385071,0.752044009,4.761385071,7
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,55-64,Non-Independent,0.487529999,0.017063551,0.487529999,1
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,2.18805098,0.267063617,2.18805098,7
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,1.803689972,0.086811909,1.803689972,4
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,2.792322998,0.204510478,2.792322998,7
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,3.049236984,0.35165508,3.710622971,8
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,1.844325989,0.150479379,1.844325989,5
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,1.15518399,0.139520016,1.15518399,4
2017,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,65+,Independent,2.035360977,0.295617927,2.282259979,4
2017,January-March,USA,1-3  nights,Air,Air,Other Central & South America,Miscellaneous,Female,25-34,Independent,0.246899002,0.033331363,0.246899002,1
2017,January-March,USA,1-3  nights,Air,Air,Other Central & South America,Miscellaneous,Female,55-64,Independent,0.246899002,0.02222091,0.246899002,1
2017,January-March,USA,1-3  nights,Air,Air,Kuwait,Miscellaneous,Male,16-24,Independent,0.453792999,0.052186195,0.453792999,1
2017,January-March,USA,1-3  nights,Air,Air,Israel,Miscellaneous,Female,35-44,Independent,0.330692993,0.029762369,0.330692993,1
2017,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Female,35-44,Independent,0.330692993,0.009259404,0.330692993,1
2017,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Female,65+,Independent,0.330692993,0.03637623,0.330692993,1
2017,January-March,USA,1-3  nights,Air,Air,Nigeria,Miscellaneous,Male,16-24,Independent,0.246899002,0.003703485,0.246899002,1
2017,January-March,USA,1-3  nights,Air,Air,Nigeria,Miscellaneous,Male,55-64,Independent,0.473266998,0.149079109,0.473266998,1
2017,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.246899002,0.077773188,1.481394043,1
2017,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Not Known,Not Known,Independent,0.246899002,0.194062609,0.987596008,1
2017,January-March,USA,4-7  nights,Air,Air,UK,Miscellaneous,Female,45-54,Independent,0.330692993,0.018188115,1.653464966,1
2017,January-March,USA,4-7  nights,Air,Air,Germany,Holiday,Male,65+,Independent,0.404865997,0.509321438,2.834062012,1
2017,January-March,USA,4-7  nights,Air,Air,Other Eastern Europe,Holiday,Female,16-24,Independent,0.41207901,0.006181185,2.06039502,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.661385986,0.673290938,2.976236938,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Independent,2.639456955,2.467831719,17.07411615,6
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,1.401750015,1.121449359,8.161193115,4
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Independent,11.62063986,6.293952625,62.14164655,14
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.577591995,0.462881547,3.549346069,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Independent,8.584011917,7.431610188,47.00666248,14
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Independent,7.832532974,7.738916305,45.38936426,17
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.246899002,0.023702305,1.728292969,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Independent,9.17232605,9.833961571,55.44750537,16
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.246899002,0.269613719,1.728292969,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Independent,1.320363998,1.046906523,7.510105103,4
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Independent,10.14346283,5.201105383,50.2652536,16
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.987596008,0.673540473,5.925575928,4
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Independent,13.47882481,10.37669241,82.38172028,21
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Independent,5.795766922,3.360745721,33.07955957,13
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,0.896734985,0.791684531,5.285065918,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Independent,4.436341949,4.101443172,23.22938696,9
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Independent,3.899728958,2.293003984,21.14197076,9
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.493798004,0.420715891,3.456585938,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Independent,2.207887009,2.171908406,11.84416675,6
2017,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.658978012,0.94344125,4.365947021,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,0 -15,Independent,0.248380997,0.065820969,1.490286011,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,1.017549988,0.40564843,6.105300049,2
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,1.154863037,0.382259656,4.619452148,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,1.496530029,0.594122438,7.482649902,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,0.686856995,0.227349672,2.747427979,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.246899002,0.003703485,1.728292969,1
2017,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,65+,Independent,0.661385986,0.279104891,4.629702148,2
2017,January-March,USA,4-7  nights,Air,Air,China,Holiday,Male,16-24,Independent,0.453792999,0.279082688,3.176551025,1
2017,January-March,USA,4-7  nights,Air,Air,China,Holiday,Male,65+,Independent,0.686856995,0.497971313,3.434284912,1
2017,January-March,USA,4-7  nights,Air,Air,South Korea,Holiday,Male,16-24,Independent,0.526325989,0.218425297,2.631629883,1
2017,January-March,USA,4-7  nights,Air,Air,India,Holiday,Female,16-24,Independent,0.246899002,0.299982281,1.728292969,1
2017,January-March,USA,4-7  nights,Air,Air,India,Holiday,Female,25-34,Independent,0.453792999,0.596737813,2.268965088,1
2017,January-March,USA,4-7  nights,Air,Air,Other Africa,Holiday,Female,45-54,Independent,0.41207901,1.1187945,2.472474121,1
2017,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.686856995,0.216359953,5.494855957,1
2017,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,55-64,Independent,0.860265015,0.443036469,8.602650391,1
2017,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.41207901,0.006181185,5.769105957,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,16-24,Independent,0.246899002,0.43577675,1.975192017,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Independent,1.004233994,1.038748016,9.54854187,3
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,35-44,Independent,2.310103973,2.331318195,22.93793469,6
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,45-54,Independent,5.595112946,5.195363031,54.7636626,9
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Independent,0.493798004,0.427135266,3.950384033,2
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.330692993,0.88195825,3.306929932,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Independent,2.197796005,2.809068953,28.53808691,4
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Independent,5.053154907,3.013263305,52.26467053,10
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.577591995,1.199756563,6.604894165,2
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,25-34,Independent,7.390403961,10.05385115,76.56845898,13
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Independent,2.179790955,2.456869969,21.60227686,6
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Independent,2.646332993,2.018186469,25.21539294,6
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,0.810480988,1.544672813,7.294328857,2
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Independent,0.992078979,0.856825547,11.24356226,3
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.356687988,0.835006625,3.210191895,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Independent,2.048934982,1.271590648,24.78097729,5
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.246899002,0.463182531,1.975192017,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Not Known,Not Known,Independent,0.860265015,0.934247813,10.32317969,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,0.41207901,5.1571685,5.357026855,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,0.453792999,0.574048125,4.084136963,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,0.330692993,0.500999906,4.629702148,1
2017,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.453792999,0.452431625,4.537930176,1
2017,January-March,USA,8-14 nights,Air,Air,Brazil,Holiday,Male,25-34,Independent,0.246899002,0.620951,3.209687012,1
2017,January-March,USA,8-14 nights,Air,Air,Other Central & South America,Holiday,Male,55-64,Independent,0.330692993,0.252980141,4.629702148,1
2017,January-March,USA,8-14 nights,Air,Air,Malaysia,Holiday,Female,25-34,Independent,0.246899002,0.102463086,2.222091064,1
2017,January-March,USA,8-14 nights,Air,Air,China,Holiday,Male,25-34,Independent,0.330692993,0.500999906,3.306929932,1
2017,January-March,USA,8-14 nights,Air,Air,China,Miscellaneous,Female,25-34,Non-Independent,0.702369995,4.3806815,6.321330078,1
2017,January-March,USA,8-14 nights,Air,Air,India,Holiday,Male,16-24,Independent,1.616542969,1.215640375,12.93234375,1
2017,January-March,USA,15+  nights,Air,Air,UK,Holiday,Female,25-34,Independent,1.31575,0.54603625,30.26225,1
2017,January-March,USA,15+  nights,Air,Air,Irish Republic,Miscellaneous,Female,45-54,Independent,0.426641998,0.490638313,16.21239648,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,16-24,Independent,0.246899002,0.132337859,8.394566406,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,25-34,Independent,1.769418945,2.5108055,56.62140625,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,45-54,Independent,0.330692993,0.374675156,11.57425488,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,55-64,Independent,0.493798004,1.185855938,11.60425293,2
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,65+,Independent,0.661385986,0.371698922,13.55841309,2
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,25-34,Independent,0.681034973,0.418836531,45.62934375,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,35-44,Independent,1.154851013,2.149623539,35.50058203,3
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,45-54,Independent,0.41207901,0.336668531,7.005342773,1
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,55-64,Independent,1.238977982,2.027388344,30.15892554,4
2017,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.577591995,0.338236133,15.6653291,2
2017,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,0.246899002,0.655023063,21.97401172,1
2017,January-March,USA,15+  nights,Air,Air,Canada,Holiday,Female,35-44,Independent,0.330692993,0.170306891,5.291087891,1
2017,January-March,USA,15+  nights,Air,Air,Malaysia,Holiday,Male,16-24,Independent,1.073880981,0.821518938,21.47761914,1
2017,January-March,USA,15+  nights,Air,Air,India,Miscellaneous,Female,35-44,Independent,0.750781982,4.01518225,237.2471094,1
2017,April-June,USA,Nil  nights,Air,Air,USA,Holiday,Female,16-24,Independent,0.308612,0.005863628,0,1
2017,April-June,USA,Nil  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,0.324917999,0.069857367,0,1
2017,April-June,USA,Nil  nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,0.329791992,0.02803232,0,1
2017,April-June,USA,1-3  nights,Air,Air,UK,Holiday,Female,25-34,Independent,0.329791992,0.103884477,0.989375977,1
2017,April-June,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,65+,Independent,0.381778992,0.158438281,0.381778992,1
2017,April-June,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,55-64,Independent,0.62355603,0.065473379,0.62355603,1
2017,April-June,USA,1-3  nights,Air,Air,Belgium,Miscellaneous,Male,35-44,Independent,0.561554016,0.180820391,0.561554016,1
2017,April-June,USA,1-3  nights,Air,Air,Germany,Holiday,Male,55-64,Independent,0.702218994,0.150977078,0.702218994,1
2017,April-June,USA,1-3  nights,Air,Air,Italy,Miscellaneous,Male,35-44,Independent,1.157116943,0.185138719,1.157116943,1
2017,April-June,USA,1-3  nights,Air,Air,Spain,Miscellaneous,Male,35-44,Independent,0.884062988,0.101667242,0.884062988,1
2017,April-June,USA,1-3  nights,Air,Air,Spain,Miscellaneous,Female,55-64,Independent,0.329791992,0.103884477,0.989375977,1
2017,April-June,USA,1-3  nights,Air,Air,Sweden,Holiday,Female,25-34,Independent,1.780921021,0.026713814,1.780921021,1
2017,April-June,USA,1-3  nights,Air,Air,Irish Republic,Holiday,Male,35-44,Independent,0.50806601,0.363267188,1.016132019,1
2017,April-June,USA,1-3  nights,Air,Air,Turkey,Holiday,Female,16-24,Independent,1.429083008,0.73597775,2.858166016,1
2017,April-June,USA,1-3  nights,Air,Air,Switzerland,Holiday,Female,16-24,Independent,0.516083984,0.05934966,1.548251953,1
2017,April-June,USA,1-3  nights,Air,Air,South Cyprus,Miscellaneous,Male,45-54,Independent,0.561554016,0.089848641,0.561554016,1
2017,April-June,USA,1-3  nights,Air,Air,Poland,Miscellaneous,Female,16-24,Independent,0.329791992,0.037926078,0.329791992,1
2017,April-June,USA,1-3  nights,Air,Air,Lithuania,Holiday,Male,35-44,Independent,0.516083984,0.26578325,1.548251953,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,1.157116943,0.295064844,3.471351074,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Independent,10.64080988,2.570743859,23.500664,7
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Independent,7.782334106,1.680719234,17.57271826,6
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Independent,6.657486084,2.67675518,13.71468616,10
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Independent,4.969357941,3.060729297,12.23885773,9
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Independent,8.550262085,3.263661551,16.19593115,8
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,65+,Independent,2.471013031,0.274662332,3.130597015,4
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,0.329791992,0.026713152,0.989375977,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,2.256375977,0.500973203,4.512751953,2
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Independent,14.32061874,5.191175613,31.79125916,11
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.722065002,0.038269445,1.444130005,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Independent,10.06280286,3.081265281,22.79229468,11
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,0.516083984,0.409770688,1.548251953,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Independent,11.72422003,4.638008398,28.8034259,16
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,1.21385498,0.114709377,1.543646973,2
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Independent,13.77869305,4.56388693,30.94304706,14
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,0.324917999,0.138415063,0.974754028,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Independent,2.911424011,1.772042117,6.302657043,7
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.972215027,0.24305375,2.91664502,1
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Independent,2.621685944,1.416918302,6.545889893,6
2017,April-June,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,1.395268982,0.178213887,3.500856079,4
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,1.25939502,0.065486394,1.25939502,3
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,5.393468048,0.773511374,6.053052032,9
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,7.77021402,1.468351113,9.714644012,13
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,10.18585712,2.266551904,10.18585712,17
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,5.714444031,0.71864468,5.714444031,9
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,3.28479895,0.469331001,3.804426941,9
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,2.359277954,0.191405881,2.689069946,7
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,6.41577002,0.482010027,6.41577002,10
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,3.067454041,1.576267674,4.190562012,7
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,8.051387024,1.067195184,9.004194031,11
2017,April-June,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,4.206170959,1.169897036,5.341080933,10
